BBL,BldgClass,LotArea,BldgArea,HistDist,Landmark,OwnerName
1000770021,K4,2000,10490,,,"94 FULTON STREET,"
1000770022,V1,2189,0,,,92 HENRY FULTON LLC
1000770023,S4,1163,5800,,,L & S REALTY OF MASSA
1000770024,D7,20890,159000,,,33 BRE INC.
1000780001,D7,3718,76988,,,135 WILLIAM STREET AS
1000780004,O3,21242,493039,,,EEGO 123 WILLIAM OWNE
1000780011,H8,7160,109072,,,55 JOHN OWNER LLC
1000780020,H8,5646,74863,,,PACE UNIVERSITY
1000780040,S2,854,4140,,,"H.B.S. EQUITIES,"
1000780041,K2,847,1600,,,86 1/2 NASSAU LLC
1000780042,O9,927,3900,,,88 NASSAU STREET
1000780043,D5,1594,12560,,,90 NASSAU STREET LLC
1000780044,O5,2103,10238,,,122 FULTON STREET LLC
1000780045,K4,2058,7800,,,LSG FULTON STREET LLC
1000780047,V1,8320,0,,,"CP V TS FULTON OWNER,"
1000780049,V1,2079,10425,,,LSG FULTON STREET LLC
1000787502,RM,5516,17781,,,41 JOHN STREET EQUITI
1000787503,RM,8780,39267,,,NASSAU STREET EQUITIE
1000787504,RC,7746,40856,,,15 DUTCH STREET CONDO
1000787505,RM,8044,32107,,,
1000787506,RM,3992,26923,,,THE 102-104 FULTON ST
1000787507,RM,10551,97798,,,FIVE NINE JOHN LOFTS
1000787508,RM,12156,81199,,,45 JOHN ST LLC
1000787509,R1,2486,11514,,,THE 7 DUTCH ST CONDOM
1000787510,RM,2015,23497,,,110 FULTON ST CONDOMI
1000790002,K4,2748,12108,,,CHEHEBAR ASSOCATES
1000790003,K4,2714,10470,,,LEXIN NY 83 LLC
1000790004,D6,5320,30400,,,LEXIN NASSAU PARTNERS
1000790006,D6,5240,18526,,,LEXIN NASSAU PARTNERS
1000790010,D8,10060,107243,,,17 JOHN STREET PROPER
1000790014,O1,3173,33634,,,VJHC DEVELOPMENT CORP
1000790015,T9,34653,165000,,,NEW YORK CITY TRANSIT
1000790016,U0,7579,26000,,,MTA - NYCTA
1000790018,U0,3754,26000,,,MTA - NYCTA
1000790019,U0,7690,26000,,,MTA - NYCTA
1000790025,K4,3003,8071,,,GREENBERGER 144 FULTO
1000790026,D5,2898,13194,,,142 FULTON LLC
1000790027,V1,2714,0,,,FULTON ASSOCIATES LLC
1000797501,RM,2718,13774,,,
1000797502,RM,6065,56789,,,
1000797503,RM,5035,61193,,,29 JOHN STREET LLC
1000800001,O3,36775,1052861,,AT&T BUILDING AND LOBBY,195 BROADWAY PROPERTY
1000800004,H1,18044,383166,,,CDL (NEW YORK) LIMITE
1000840036,O4,47250,1636000,,,THE CITY OF NEW YORK
1000847501,RB,51055,975453,,BARCLAY-VESEY BUILDING,
1000860001,O7,75460,1154357,,,U S GOVERNMENT OWNED
1000870001,Z8,64560,8875,,ST. PAUL'S CHAPEL & GRAVEYARD,ST PAULS CHURCH
1000880001,O1,16028,133198,,,"COLUMBUS PROPERTIES,"
1000880002,O7,7583,30000,,NEW YORK COUNTY LAWYERS' ASSOC.,COUNTY LAWYERS ASSOCI
1000880004,M3,2537,11385,,,THE ROMAN CATHOLIC CH
1000880005,O3,6923,80298,,NEW YORK EVENING POST BUILDING,CASTEGA-20 VESEY STRE
1000880008,K2,1830,3660,,,CASTEGA REALTY ASSOCI
1000880010,O3,3949,71959,,,GREYSTONE PROPERTIESV
1000880011,M1,12831,8898,,ST. PETER'S R.C. CHURCH,ST PETERS R C CHURCH
1000880014,D8,10077,531000,,,BARCLAY STREET REALTY
1000880018,O4,16409,480831,,,225 BROADWAY COMPANY
1000890001,O3,10310,100000,,BENNETT BUILDING,AFRICAN AMERICAN CO.
1000890002,K4,1863,10961,,,EMPIRE DYNASTY REALTY
1000890003,K4,6067,17664,,,FRIEDMAN FAMILY REAL
1000890012,O4,33340,756138,,,RAR2 - 222 BROADWAY O
1000900001,K3,5672,42200,,,1 PARK ROW LLC
1000900007,K4,10451,45178,,,PARK ROW 31 OWNERS LL
1000900010,K4,2734,12960,,,BSH PARK ROW LLC
1000900011,K4,4670,28127,,,PARK ROW 31 OWNERS LL
1000900012,K4,1880,7517,,,"SHARONARN ASSOCIATES,"
1000900013,O9,2970,17862,,,SHARONORN ASSOCIATESI
1000900014,H2,14937,0,,TEMPLE COURT BUILDING AND ANNEX,5 BEEKMAN PROPERTY OW
1000900016,K1,5106,5056,,,5 BEEKMAN PROPERTY OW
1000900017,D7,9317,182499,,,ANN/NASSAU REALTY LLC
1000900022,Z9,691,2073,,,19 ANN ST.
1000900023,S5,855,5520,,,17 ANN LLC
1000900024,S5,1109,5929,,,15 ANN ST CORP
1000907501,RM,12850,336447,,PARK ROW BUILDING,15 PARK ROW CONDOMINI
1000907502,RM,2760,24953,,,EDGAR HOUSE CONDOMINI
1000909014,Z9,0,0,,,
1000910009,O8,6054,26588,,,CASTEGA - 121-123 FU
1000910011,K2,2954,5908,,,"CMG GROUP, LLC"
1000910012,D5,2925,29547,,,"127 FULTON,LLC"
1000910013,O9,8830,38320,,,COALITION FOR THE HOM
1000917501,RM,3004,28550,,,FULTONHAUS CONDOMINIU
1000917502,RM,23298,176514,,,111 FULTON ST CONDO
1000917503,RM,2925,28729,,KEUFFEL & ESSER COMPANY BUILDING,
1000920001,H8,9821,139534,,,33 BEEKMAN OWNER LLC
1000920003,D5,3480,31073,,,PAPRE-WILLIAM ST. LLC
1000920005,O3,10586,177433,,,"161 WILLIAM STREET, L"
1000920010,G1,10925,32475,,,57 ANN ST RLTY ASSOCS
1000920013,K4,1429,4862,,,LITTLE ANN LLC
1000920014,H2,4581,0,,,ANN STREET HOTEL LLC
1000920017,D9,4260,24610,,,47 ANN STREET ASSOCIA
1000920023,K2,1502,1435,,,ABACUS FEDERAL SV BK
1000920024,O3,12173,108793,,,ABACUS FEDERAL SV BK
1000920026,K4,1440,5832,,,"MEYERS, BARRIE"
1000920027,K4,1443,6543,,,120 NASSAU CORP.
1000920028,S3,1390,4668,,,122 NASSAU COMMONS LL
1000920029,K4,1410,4836,,,PERIOUSIA REALTY LLC
1000920030,O2,11933,96412,,,J W  REALTY CO LLC
1000920032,O5,4616,25039,,,19-21 BEEKMAN REALTY
1000920034,G1,7038,36246,,,"POINT GREEN, LLC"
1000930001,O3,30332,463679,,,150 WILLIAM ST ASSOCS
1000930020,O3,19103,215755,,,156 WILLIAM STREET OW
1000930024,K4,1528,6590,,,HUNG TAO REALTY
1000930025,L8,2310,13840,,,WENN LTD
1000930026,L9,885,4340,,,MONPIKE CORP
1000930028,C7,2160,10818,,,169 BEEKMAN ASSOC LP
1000930029,M1,2345,7540,,,WALL STREET SYNAGOGUE
1000930030,Y1,1837,5926,,,FIRE DEPARTMENT
1000930034,D9,7547,79079,,,ROYAL CHARTER PROPERT
1000940001,D4,357935,2075590,,,SOUTHBRIDGE TOWERS IN
1000940002,Q1,5881,0,,,PARKS AND RECREATION
1000940025,O1,95255,655775,,,D C A S
1000950027,D3,41293,208576,,,ST MARGARET'S HOUSE
1000950043,U7,0,0,,,NEW YORK CITY TRANSIT
1000950101,Z9,5361,5361,South Street Seaport,,HOUSING PRESERVATION
1000957501,RM,6481,34385,South Street Seaport,,OWNER / AGENT
1000960001,K6,33348,128123,South Street Seaport,,D C A S
1000960005,K4,24165,80000,South Street Seaport,,YILDIZ HOLDING A.S.
1000960008,K4,1455,4960,South Street Seaport,,HOUSING PRESERVATION
1000960012,K4,2896,11500,South Street Seaport,,HOUSING PRESERVATION
1000960013,U7,0,0,South Street Seaport,,HOUSING PRESERVATION
1000970001,D7,2630,14053,South Street Seaport,,119 SOUTH ST. ASSOCS.
1000970002,D5,2748,13000,South Street Seaport,,"PASANELLA, MARCO"
1000970003,L8,1258,4192,South Street Seaport,,FOGLIANO RLTY HLDNGCO
1000970004,L8,1250,4026,South Street Seaport,,FOGLIANO RLTY HLDNGCO
1000970005,L8,1229,4133,South Street Seaport,,MIKE SIEGEL TRUST
1000970006,L8,1271,2535,South Street Seaport,,SARNELLI CARMINE
1000970007,L8,1290,4772,South Street Seaport,,HOUSING PRESERVATION
1000970008,L8,1314,4856,South Street Seaport,,108 SOUTH STREET ASSO
1000970009,L8,2011,8283,South Street Seaport,,"MVP OF SOUTH STREET,"
1000970010,L8,5105,22236,South Street Seaport,,105 SOUTH STREET DEVE
1000970013,L8,971,3892,South Street Seaport,,LAROCCA JOHN
1000970015,S3,981,3892,South Street Seaport,,146 BEEKMAN LLC
1000970017,S1,992,4960,South Street Seaport,,"SPAEDA, DORATHEA S."
1000970018,D7,9149,40000,South Street Seaport,,YARROW TWO LLC
1000970024,D7,3750,15400,South Street Seaport,,YARROW TWO LLC
1000970026,C7,2830,14400,South Street Seaport,,YARROW TWO LLC
1000970030,C7,3853,17475,South Street Seaport,,YARROW TWO LLC
1000970031,S3,988,3984,South Street Seaport,,SOC 40 PECK SLIP REAL
1000970032,D7,2550,14261,South Street Seaport,,YARROW TWO LLC
1000970033,C1,2718,9826,South Street Seaport,,FOURTH JAM DEVELOPMEN
1000970035,L8,2465,11457,South Street Seaport,,VJHC DEVELOPMENT CORP
1000970036,S2,1775,6600,South Street Seaport,,"BARNET, ANDREA"
1000970043,S3,960,3848,South Street Seaport,,"212 FRONT STREET,"
1000970044,A9,477,1900,South Street Seaport,,"136 BEEKMAN, LLC"
1000970045,A9,458,2295,South Street Seaport,,SMITH CARTER B
1000970049,E9,2454,4970,South Street Seaport,,BALOM REALTY CORP
1000970051,W3,7473,31984,South Street Seaport,,THE BLUE MAN CREATIVI
1000970055,B1,2820,15000,South Street Seaport,,"LEVINE,JOSHUA"
1000970057,S4,1028,4910,South Street Seaport,,VJHC DEVELOPMENT CORP
1000970144,A9,469,1880,South Street Seaport,,"BRETILLOT, AUDREY S."
1000977501,R1,2746,8802,South Street Seaport,,247 WATER ST CONDO
1000977502,R4,5990,21450,South Street Seaport,,THE BEEKMAN LANDING C
1000977503,RM,5325,24530,South Street Seaport,,220 FRONT ST CONDO
1000977504,RR,4930,17111,South Street Seaport,,214 FRONT ST CONDO
1000980001,G6,47880,0,South Street Seaport,,PM PARTNERS
1001000001,I1,62645,301941,,,NEW YORK DOWNTOWN HOS
1001000026,D4,5964,79422,,MORSE BUILDING,140 NASSAU RESIDENCE
1001007501,RM,9400,160157,,AMERICAN TRACT SOCIETY BUILDING,
1001007502,RM,41370,900766,,,
1001010001,D4,11075,111685,,POTTER BUILDING,38 PARK ROW RESIDENCE
1001010002,W6,7865,125840,,NEW YORK TIMES BLDG,PACE COLLEGE
1001020001,W6,108027,526781,,,PACE UNIVERSITY
1001060002,C0,1866,11993,South Street Seaport Extension,,"SCHIFFRES, ALAN"
1001060003,C6,3228,16067,South Street Seaport Extension,,274 WATER STREET OWNE
1001060005,C7,3019,12585,South Street Seaport Extension,,BUTTON FACTORY TENANT
1001060006,S2,2924,5544,South Street Seaport Extension,,268 WATER STREET REAL
1001060007,D0,6250,41203,,,"264 H2O BORROWER, LLC"
1001060009,W1,17789,70800,South Street Seaport Extension,,NEW YORK CITY SCHOOL
1001060017,H3,3731,0,South Street Seaport Extension,,"SEAPORT HOSPITALITY,"
1001060020,M9,6377,10090,South Street Seaport Extension,,CHINATOWN CHINESE CON
1001060022,Q1,4034,0,South Street Seaport Extension,,PARKS AND RECREATION
1001067501,R1,3085,9655,South Street Seaport Extension,,
1001067502,R4,7700,37646,South Street Seaport Extension,,THE BINDERY CONDO
1001067503,R4,2910,15250,South Street Seaport Extension,,
1001067504,RM,6250,35703,South Street Seaport Extension,,
1001070001,L9,1640,6560,South Street Seaport,,40 DOVER LLC
1001070002,U0,0,0,South Street Seaport,,SOUTH ST SEAPORT MUSE
1001070010,S3,836,3220,South Street Seaport,,"45 PECK SLIP    ,"
1001070026,L9,2122,8488,South Street Seaport,,40 DOVER LLC
1001070028,D6,5499,31715,South Street Seaport,,"FRONT APARTMENTS, LLC"
1001070031,O8,1737,7774,South Street Seaport,,252 FRONT ST LLC
1001070033,C2,1309,5635,South Street Seaport,,248  FRONT LLC
1001070034,V1,2455,0,South Street Seaport,,246 FRONT LLC
1001070035,D0,2627,15765,South Street Seaport,,JUDSON GROUP LLC
1001070038,H3,6204,39747,South Street Seaport,,33 PECK SLIP ACQUISIT
1001070040,S9,2127,10635,South Street Seaport,,"PECKWALL ASSOCIATES,"
1001070042,D7,5866,25903,South Street Seaport,,257 WATER STREET LLC
1001070044,C7,2196,18450,South Street Seaport,,265 267 WATER ST CORP
1001070046,G2,1991,1991,South Street Seaport,,VJHC DEVELOPMENT CORP
1001070049,D4,1804,14800,South Street Seaport,,SEAPORT TOWERS CORP
1001070050,S4,1738,8032,South Street Seaport,,"KWONG, SINMAN"
1001070051,K4,1641,5653,South Street Seaport,,"BRIDGE ASSOCIATES,"
1001070060,V1,8165,0,South Street Seaport,,PARKS AND RECREATION
1001077501,RM,3247,17700,South Street Seaport,,
1001077502,R1,1800,5600,South Street Seaport,,273 WATER ST CONDONIU
1001080004,V9,82775,0,,BROOKLYN BRIDGE,DEPT OF TRANSPORTATIO
1001110100,D6,781000,1264820,,,NYC CITY HSG AUTRHORI
1001110150,W1,39875,115659,,,DHS
1001110160,W1,117191,111673,,,NYC DEPARTMENT OF EDU
1001130001,V9,67553,0,,,DEPT OF TRANSPORTATIO
1001130100,W1,53675,305000,,,NYC EDUCATION CONST F
1001137501,RB,58193,822318,,,
1001150001,Q9,15264,0,,,PARKS AND RECREATION
1001160042,S4,1024,4765,,,27 ST. JAMES HOLDINGS
1001160043,K4,5601,14977,,,VANELLA REALTY CORP
1001160046,C7,2000,6924,,,M VANELLA
1001160047,S4,900,2800,,,THREE BROTHERS REALTY
1001160048,C7,1100,5480,,,DRAGON'S EDGE LLC
1001160049,W2,3546,13960,,,ST JAMES R C SCHOOL
1001170001,D4,186750,515425,,,CHATHAM GREEN
1001170100,Q1,3311,0,,,PARKS AND RECREATION
1001190001,O2,152553,1000518,,,POLICE DEPARTMENT
1001200009,U1,0,0,,,DEPT OF TRANSPORTATIO
1001210001,O4,50184,1056600,,MUNICIPAL BUILDING,D C A S
1001210027,Z9,31706,2480,,,DEPT OF TRANSPORTATIO
1001220001,O9,400000,144016,African Burial Ground & The Commons,CITY HALL,DEPT OF GENERAL SERVI
1001230003,O9,1880,7460,,,22 PARK PLACE
1001230010,H2,29125,333866,,,30 PARK PLACE RESIDEN
1001230018,O9,2106,11000,,,22 PARK PLACE LLC C/O
1001237501,RB,29411,851351,,WOOLWORTH BUILDING,
1001240004,O2,12233,205000,,,11 PARK PLACE
1001240007,D7,3878,19400,,,AZTEC ASSOCIATES
1001240008,D6,3872,46000,,,"ABN REALTY,"
1001240009,K9,1917,12000,,,21 PARK PLACE REALTYI
1001240010,K9,4400,21840,,NY DAILY NEWS BLDG,RR REO II LLC
1001240011,O9,5341,26705,,NY DAILY NEWS BLDG,25 PARK PLACE LLC
1001240012,O1,5557,34456,,,27 PARK PLACE ASSOCIN
1001240021,D9,1893,12909,,,6 MURRAY LLC
1001240024,O4,23773,541195,,,250 BROADWAY ASSOCIAT
1001247501,RM,1824,7022,,,
1001250020,O3,53354,918240,,,100 CHURCH FEE OWNER
1001260008,O9,2679,12753,,,PARK PLACE PARTNERS D
1001260009,P9,7950,43200,,,PARK PLACE PARTNERS D
1001260013,D5,9936,138600,,,53 PARK PLACE OWNER L
1001260027,D5,21826,620552,,,110 CHURCH OWNER LLC
1001270001,W5,28981,331000,,,CITY UNIVERSITY OF NE
1001270018,O3,42601,550000,,,RESNICK 75 PARK PLACE
1001280002,O4,103043,1133548,,,4101 AUSTIN BOULEVARD
1001280026,O2,23452,258000,,,"ESPEUT, ELAINE TR"
1001320001,O5,3092,18500,,,WESTBROAD COMPANY
1001320002,S9,2500,12300,,,"67 MURRAY STREET, L.L"
1001320003,D4,2492,22152,,,69 MURRAY COMMERCIAL
1001320006,O9,2500,10895,,HOPKINS STORE,BOGARDUS LLC
1001320007,U7,4975,0,,,NEW YORK CITY TRANSIT
1001320022,L8,1875,8560,,,"GRUBERG, BENJAMIN"
1001320023,L8,1869,5650,,,81 WARREN STREET GROU
1001320024,C0,1875,6220,,,"79 WARREN ASSOCIATES,"
1001320025,D5,1875,8850,,,"77 WARREN STREET, LLC"
1001320026,S2,1819,10117,,,WARREN OWNERS LTD
1001320027,S5,1881,11760,,,"73 WARREN STREET, LLC"
1001320030,G6,3156,0,,,WARREN CO
1001327501,RM,27901,123089,,,GREENWICH COURT CONDO
1001327502,RM,1875,11537,,,
1001327503,RM,4992,49402,,,THE HASTINGS CONDO
1001327504,RM,2476,10200,,,
1001327505,RM,2500,11118,,,
1001330007,K9,2767,12500,Tribeca South Extension,,"LUI, CHI-TIEN"
1001330010,L8,2408,15908,Tribeca South Extension,,51 UNITED CORP
1001330015,K9,10950,41421,,,EDEN HADLEY REALTY LL
1001330019,D0,2204,16633,,,57 WARREN ST OWNERS I
1001337501,RM,4750,29167,Tribeca South Extension,,M & A CONDOMINIUM ASS
1001337502,RM,3812,21822,Tribeca South Extension,,45 WARREN ST. CONDO
1001337503,RM,2558,9131,Tribeca South Extension,,49 MURRAY HOUSE CONDO
1001337504,RM,3769,24376,,,37 MURRAY ST CONDO
1001337505,RM,3757,21292,Tribeca South Extension,,
1001337506,RM,3915,23148,Tribeca South Extension,,
1001337507,R1,2508,15318,Tribeca South Extension,,
1001337508,RM,2512,10473,Tribeca South Extension,,DRAGON ESTATE CONDO
1001337509,R1,1892,9737,Tribeca South Extension,,53-55 WARREN STREET R
1001337510,RM,4387,22268,Tribeca South Extension,,
1001337511,RM,5043,41533,,,
1001340007,O9,2575,11500,,,DOUBLE G (1999) LIMIT
1001340011,D6,4503,30999,,,FELDMAN HERITAGE LLC
1001340020,D0,1900,9510,,,17 WARREN STREET TENA
1001340021,L8,1888,8700,,,"15 WARREN STREET, LLC"
1001340025,D4,11245,88320,,,CITY HALL TOWER CORPO
1001347501,RC,18800,267986,,HOME LIFE INSURANCE CO BUILDING,OWNER / AGENT
1001347502,RM,2511,13060,,,THE 17 MURRAY STREET
1001347503,RM,10123,111719,,,THE FRANKLIN BUILDING
1001347504,RM,3812,23594,,,TRIBECA EAST CONDO
1001347505,RM,16980,144330,,,TRIBECA SPACE CONDO
1001347506,RM,2446,12613,,,
1001350005,O9,4992,23000,,,DDG WARREN LLC
1001350009,S4,2450,11300,,,20 WARREN STREET LLC
1001350011,B3,2523,13815,,,"24-26 WARREN, LLC."
1001350012,L8,2500,11600,,,ZLOT REALTY CORPORATI
1001350014,C7,6766,32800,,,CAPE CHURCH ASSOCIATE
1001350016,S9,1875,8313,,,SILKALY M. WOLCHOK L.
1001350017,S9,1875,8313,,,"ONLY PROPERTIES, LLC"
1001350018,S9,1890,8342,,,"ONLY PROPERTIES, LLC"
1001350019,K4,1858,9375,,,JBM REALTY INC.
1001350021,L8,1877,8885,,,BS CHAMBERS LLC
1001350031,O9,5173,29000,,,267 PROPERTY CORP
1001357501,RM,9500,117714,,,CITY HALL TENANTS COR
1001357502,RM,2496,14910,,,OWNER / AGENT
1001357503,RM,5040,38089,,,THE TRINITY STEWART C
1001357504,RM,18814,295893,,,
1001357505,RM,2504,14834,,,22 WARREN HOUSE CONCO
1001357506,RM,1858,9934,,,
1001357507,RM,1877,9867,,,
1001357508,R1,2760,12118,,,TRIBECA TOWNHOMES@ 16
1001360007,S4,2506,10522,Tribeca South Extension,,"46 WARREN, LLC"
1001360008,O9,2506,12500,Tribeca South Extension,,PROMETHIUM REALTY COR
1001360010,C6,4394,20960,Tribeca South Extension,"SWIFT, SEAMAN & COMPANY BUILDING",52 WARREN STREET OWNE
1001360012,C6,4091,18500,Tribeca South Extension,,56-58 WARREN OWNERS C
1001360019,S9,1902,8510,Tribeca South Extension,,126 CHAMBERS ST CORP
1001360020,L8,1894,10359,Tribeca South Extension,,LAHAINA MANAGEMENT CO
1001360023,L8,1888,9638,Tribeca South Extension,,"LI PING, XIE"
1001360024,O9,1887,11390,Tribeca South Extension,,ST GEORGES EPISCOPAL
1001360025,L8,3769,12823,Tribeca South Extension,,SI JIE MEI INC
1001360027,K4,1866,11292,Tribeca South Extension,,"STONE, WILLIAM"
1001360028,K1,1963,1963,,,LDL CHAMBERS LLC
1001367501,RM,4420,21861,Tribeca South Extension,,50 WARREN ST. CONDO
1001367502,RM,10120,65635,,,
1001367503,RM,4044,32683,,,
1001367504,RM,2506,14500,Tribeca South Extension,,
1001367505,RM,7541,21698,,,85 WEST BROADWAY COND
1001370001,L8,12008,55225,,,B. JAFFE REAL ESTATEC
1001370005,D4,12392,70000,,,WARREN ST TENANTS COR
1001370010,G6,7283,0,,,86-90 WARREN ST. L.L.
1001370025,C6,1789,9565,,,160 CHAMBERS STREET O
1001370026,S2,2180,10020,,,ROSENQUIST JAMES A
1001370027,C6,1789,8815,,,CHAMBERS GREENWICH TE
1001370028,D2,1775,10500,,,"MORSE, ARHTUR"
1001370029,L8,1794,7797,,,CHAMBERS HOUSE PARTNE
1001370034,S4,1875,8470,,,MOSKOWITZ HERBERT
1001370035,D4,3833,48079,,,GERKEN BUILDING CORPO
1001377501,RM,3750,17839,,,THE CHAMBERS
1001377502,RM,27901,103856,,,GREENWICH COURT CONDO
1001377503,R4,4004,26445,,,
1001377504,RM,1875,8355,,,
1001377505,RM,1922,13177,,,
1001379030,V1,0,0,,,DEWITT INDUSTRIAL PRO
1001400001,D4,2380,26531,,,WEST CHAMSON CORP
1001400003,L8,1906,10800,,,143 CHAMBERS LLC
1001400004,L8,1905,9125,,,CHAMBERS CHAMBER OWNE
1001400005,D9,14506,130568,,,ALMARK HOLDING CO
1001400009,D2,1915,8900,,,MOSKOWITZ HERBERT
1001400024,A4,1766,11913,,,145 READE STREET
1001400029,S4,1875,4761,,,BRUCE N BARASKY
1001407501,RM,14626,87895,,,THE TRIBECA CONDOMINI
1001407502,RM,9900,66167,,,READE HOUSE CONDOMINI
1001407503,RM,7640,29564,,,
1001407504,RM,1920,9262,,,153 CHAMBERS CONDO LL
1001407505,RM,7662,92408,,,
1001410001,O8,3430,19200,Tribeca West,,GUN SOO YOUN
1001410002,L8,2691,6925,,,134 READE ST.  LLC
1001410007,A7,1350,6600,,,"LIM, LAUREEN"
1001410008,S3,1650,6068,,,146 REACE ST CORP
1001410009,A7,1370,6800,,,ALFRED M MERRIN
1001410010,A7,1356,7500,,,"MASTERS, BLYTHE S.J."
1001410011,A7,1350,8100,,,"PANG, ELAINE M"
1001410012,K4,1338,5850,,,WHITMAN OAKS INC
1001410013,S1,1350,6800,,,156 PAPAYA LLC
1001410015,S5,1434,6545,Tribeca West,,"315 GREENWICH STREET,"
1001410016,L8,3782,18345,Tribeca West,,"FAMILY OF JEANNETTE,"
1001410018,A4,2104,9072,Tribeca West,,READE & GREENWICH EQU
1001410019,S4,2080,9664,Tribeca West,,323 HOLDING COMPANY L
1001410020,S4,1500,7765,Tribeca West,,SUYEON KIM REAL ESTAT
1001410021,S3,1525,6000,Tribeca West,,LOFTPAK LLC
1001410023,S9,3192,14000,Tribeca West,,182 STELEN REALTY CO.
1001410024,D0,3192,13500,Tribeca West,,"WILS, MADELYN"
1001410025,C2,3192,13500,Tribeca West,,538 WEST 53RD ST CO I
1001410027,S3,2889,10728,Tribeca West,,174 DUANE LLC
1001410028,O1,3181,7830,Tribeca West,,172 DUANE STREET REAL
1001410039,Q1,4704,0,Tribeca West,,PARKS AND RECREATION
1001410114,A4,357,945,Tribeca West,,"MANNIX HOLDINGS,"
1001417501,RM,3820,19196,Tribeca West,,168 DUANE ST. CONDO.
1001417502,RM,2995,10705,Tribeca West,,BARRY STEINGARD
1001417503,RM,3181,13038,Tribeca West,,RMB HOLDING COMPANY O
1001417504,RM,8916,95010,Tribeca West,,DUANE PARK BUILDING
1001417505,RM,3192,13577,Tribeca West,,ZENITH GODLY BLDG CON
1001417506,RM,2894,13382,Tribeca West,,
1001417507,RM,4661,16734,,,
1001420001,W1,318603,66820,,,CITY OF NEW YORK
1001420003,Q9,4300,0,,,PARKS AND RECREATION
1001420010,A9,1260,2590,,25-41 HARRISON STREET,SCHNEIER HARVEY
1001420011,A9,1591,3643,,25-41 HARRISON STREET,"SAENKO, IGOR"
1001420012,A9,1591,5000,,27A HARRISON STREET,"BARTLETT, SARAH C."
1001420013,A9,998,2660,,25-41 HARRISON STREET,PEARL LEE CHIN REVOCA
1001420014,A9,971,2079,,25-41 HARRISON STREET,SCOTT ALEXANDER FRANC
1001420016,A9,971,2079,,25-41 HARRISON STREET,"EPSTEIN, LINDA CHRIST"
1001420017,A9,1478,2660,,25-41 HARRISON STREET,"JAMES, MEREDITH"
1001420018,A9,1480,3080,,25-41 HARRISON STREET,"PURITZ, JENNIFER"
1001420019,B9,1480,3080,,25-41 HARRISON STREET,JOSEPH ECHEVARRIA
1001420025,D6,186631,1970736,,,IP MORTGAGE BORROWER
1001420030,Q1,82762,0,,,DORMITORY AUTHORITYNY
1001420035,W1,0,0,,,
1001420050,W5,223935,780000,,,BMCC PERFORMING ARTS
1001420100,W6,39401,145525,,,HENRY V MURRAY SENIOR
1001427501,RM,90565,770447,,,270 GREENWICH STREET
1001427502,RM,34214,403941,,,
1001430001,D4,7834,77630,Tribeca West,,DUANE PARK LOFTS INC
1001430004,D4,10053,103750,Tribeca West,,TRIBECA OWNERS CORP
1001430008,D4,2250,11250,Tribeca West,,171 DUANE ST OWNERS C
1001430009,D4,4513,24500,Tribeca West,,173 DUANE ST CORP
1001430013,S3,1020,5950,Tribeca West,,THE PAMELA L. PINCOW
1001430014,D2,1020,4426,Tribeca West,,"183 DUANE, LLC"
1001430015,S5,1000,5155,Tribeca West,,185 DUANE
1001430016,D2,2000,11726,Tribeca West,,MATERA PETER F
1001430017,D2,2500,11309,Tribeca West,,"SMCB ASSOCIATES, LLC"
1001430019,S3,2603,6368,Tribeca West,,"MILLNER, GIEL"
1001430020,A7,1730,7200,Tribeca West,,NASSER AHMAD
1001430021,D4,5036,55800,Tribeca West,,HANOVER RIVER HOUSE I
1001430025,D4,2218,17168,Tribeca West,,14 JAY STREET OWNERS
1001437501,RM,4527,24584,Tribeca West,,JAY STREET CONDO
1001437502,RM,4434,20243,Tribeca West,,
1001437503,RM,5220,25415,Tribeca West,,
1001440001,D4,16026,78306,Tribeca West,,ONE HUDSON PARK INC
1001440012,S4,641,3205,,,"CURTIS, W. ROBERT"
1001440013,C6,1850,8805,Tribeca West,,DUANE ST PK CORP
1001440018,D0,1730,9947,Tribeca West,,40 HUDSON STREET OWNE
1001440020,O9,2236,12900,Tribeca West,,44 HUDSON REALTY LLC
1001440022,O9,4032,16678,,,50 HUDSON LLC
1001440023,D4,5836,37960,Tribeca West,,84-86 DEVELOPMENT COR
1001440026,D5,4150,20372,Tribeca West,,82 THOMAS ST REALTY
1001440028,S1,1185,4214,Tribeca West,,138 WEST BROADWAY PTY
1001440029,S3,1263,4521,,,"HUTT, HARRIET L"
1001440030,S3,1269,4521,,,134 WEST BWAY LLC
1001440031,O9,1263,2500,,,JOY B. LLC (JOY C. BR
1001440032,K2,638,1268,,,FLAGSHIP REALTY ASSOC
1001440040,O3,52439,802000,,WESTERN UNION BUILDING,60 HUDSON OWNERS LLC
1001447501,RM,2044,14900,Tribeca West,,OWNER / AGENT
1001447502,RM,5118,34787,Tribeca West,,
1001447503,RM,1860,10795,Tribeca West,,85 WEST BROADWAY OWNE
1001447504,RM,4032,16184,Tribeca West,,
1001450005,C7,1881,8749,Tribeca South,,MAHMOUD MOZAFFARI
1001450007,I5,3785,14800,Tribeca South,,DISTRICT CNCL 37 ETAL
1001450010,S9,3788,18500,Tribeca South,,"ACKERMAN, ELLEN"
1001450012,H3,7593,6075,Tribeca South,,95 WEST BROADWAY HOLD
